player_name,role,input_tokens,estimated_output_tokens,total_tokens,model
Dave,Crewmate,2389,20,2409,openai/gpt-4o-mini
Bob,Impostor,3056,20,3076,anthropic/claude-3.5-sonnet
Erin,Crewmate,2981,20,3001,openai/gpt-4o-mini
Alice,Crewmate,2922,20,2942,openai/gpt-4o-mini
Dave,Crewmate,2389,20,2409,openai/gpt-4o-mini
Bob,Impostor,1635,20,1655,anthropic/claude-3-5-haiku
Erin,Crewmate,1674,20,1694,anthropic/claude-3-5-haiku
Dave,Crewmate,1620,20,1640,anthropic/claude-3-5-haiku
Alice,Crewmate,1720,20,1740,anthropic/claude-3-5-haiku
Bob,Impostor,1645,20,1665,anthropic/claude-3-5-haiku
Erin,Crewmate,1445,20,1465,anthropic/claude-3-5-haiku
Dave,Crewmate,1387,20,1407,anthropic/claude-3-5-haiku
Charlie,Crewmate,1411,20,1431,anthropic/claude-3-5-haiku
Alice,Crewmate,1461,20,1481,anthropic/claude-3-5-haiku
Bob,Impostor,1645,20,1665,anthropic/claude-3-5-haiku
Erin,Crewmate,1684,20,1704,anthropic/claude-3-5-haiku
Dave,Crewmate,1387,20,1407,anthropic/claude-3-5-haiku
Charlie,Crewmate,1411,20,1431,anthropic/claude-3-5-haiku
Alice,Crewmate,1461,20,1481,anthropic/claude-3-5-haiku
Bob,Impostor,1645,20,1665,anthropic/claude-3-5-haiku
Erin,Crewmate,1684,20,1704,anthropic/claude-3-5-haiku
Dave,Crewmate,1630,20,1650,anthropic/claude-3-5-haiku
Charlie,Crewmate,1411,20,1431,anthropic/claude-3-5-haiku
Alice,Crewmate,1461,20,1481,anthropic/claude-3-5-haiku
Bob,Impostor,1635,20,1655,anthropic/claude-3-5-haiku
Erin,Crewmate,1674,20,1694,anthropic/claude-3-5-haiku
Dave,Crewmate,1620,20,1640,anthropic/claude-3-5-haiku
Alice,Crewmate,1451,20,1471,anthropic/claude-3-5-haiku
Bob,Impostor,1831,20,1851,anthropic/claude-3-5-haiku
Erin,Crewmate,1870,20,1890,anthropic/claude-3-5-haiku
Dave,Crewmate,1817,20,1837,anthropic/claude-3-5-haiku
Alice,Crewmate,1917,20,1937,anthropic/claude-3-5-haiku
Bob,Impostor,1691,20,1711,anthropic/claude-3-5-haiku
Erin,Crewmate,1674,20,1694,anthropic/claude-3-5-haiku
Dave,Crewmate,1620,20,1640,anthropic/claude-3-5-haiku
Alice,Crewmate,1720,20,1740,anthropic/claude-3-5-haiku
Bob,Impostor,1742,20,1762,anthropic/claude-3-5-haiku
Erin,Crewmate,1781,20,1801,anthropic/claude-3-5-haiku
Dave,Crewmate,1620,20,1640,anthropic/claude-3-5-haiku
Alice,Crewmate,1720,20,1740,anthropic/claude-3-5-haiku
Bob,Impostor,1775,20,1795,anthropic/claude-3-5-haiku
Erin,Crewmate,1814,20,1834,anthropic/claude-3-5-haiku
Dave,Crewmate,1761,20,1781,anthropic/claude-3-5-haiku
Alice,Crewmate,1720,20,1740,anthropic/claude-3-5-haiku
Bob,Impostor,1775,20,1795,anthropic/claude-3-5-haiku
Erin,Crewmate,1814,20,1834,anthropic/claude-3-5-haiku
Dave,Crewmate,1761,20,1781,anthropic/claude-3-5-haiku
Alice,Crewmate,1720,20,1740,anthropic/claude-3-5-haiku
Bob,Impostor,2400,20,2420,anthropic/claude-3-5-haiku
Erin,Crewmate,2439,20,2459,anthropic/claude-3-5-haiku
Dave,Crewmate,2386,20,2406,anthropic/claude-3-5-haiku
Alice,Crewmate,2486,20,2506,anthropic/claude-3-5-haiku
Bob,Impostor,2272,20,2292,anthropic/claude-3-5-haiku
Erin,Crewmate,1870,20,1890,anthropic/claude-3-5-haiku
Dave,Crewmate,1817,20,1837,anthropic/claude-3-5-haiku
Alice,Crewmate,1917,20,1937,anthropic/claude-3-5-haiku
Bob,Impostor,2309,20,2329,anthropic/claude-3-5-haiku
Erin,Crewmate,2348,20,2368,anthropic/claude-3-5-haiku
Dave,Crewmate,1817,20,1837,anthropic/claude-3-5-haiku
Alice,Crewmate,1917,20,1937,anthropic/claude-3-5-haiku
Bob,Impostor,2352,20,2372,anthropic/claude-3-5-haiku
Erin,Crewmate,2391,20,2411,anthropic/claude-3-5-haiku
Dave,Crewmate,2338,20,2358,anthropic/claude-3-5-haiku
Alice,Crewmate,1917,20,1937,anthropic/claude-3-5-haiku
Bob,Impostor,2352,20,2372,anthropic/claude-3-5-haiku
Erin,Crewmate,2391,20,2411,anthropic/claude-3-5-haiku
Dave,Crewmate,2338,20,2358,anthropic/claude-3-5-haiku
Alice,Crewmate,1917,20,1937,anthropic/claude-3-5-haiku
Bob,Impostor,2821,20,2841,anthropic/claude-3-5-haiku
Erin,Crewmate,2860,20,2880,anthropic/claude-3-5-haiku
Dave,Crewmate,2807,20,2827,anthropic/claude-3-5-haiku
Alice,Crewmate,2907,20,2927,anthropic/claude-3-5-haiku
Bob,Impostor,2668,20,2688,anthropic/claude-3-5-haiku
Erin,Crewmate,2439,20,2459,anthropic/claude-3-5-haiku
Dave,Crewmate,2386,20,2406,anthropic/claude-3-5-haiku
Alice,Crewmate,2486,20,2506,anthropic/claude-3-5-haiku
Bob,Impostor,2714,20,2734,anthropic/claude-3-5-haiku
Erin,Crewmate,2753,20,2773,anthropic/claude-3-5-haiku
Dave,Crewmate,2386,20,2406,anthropic/claude-3-5-haiku
Alice,Crewmate,2486,20,2506,anthropic/claude-3-5-haiku
Bob,Impostor,2762,20,2782,anthropic/claude-3-5-haiku
Erin,Crewmate,2801,20,2821,anthropic/claude-3-5-haiku
Dave,Crewmate,2748,20,2768,anthropic/claude-3-5-haiku
Alice,Crewmate,2486,20,2506,anthropic/claude-3-5-haiku
Bob,Impostor,2762,20,2782,anthropic/claude-3-5-haiku
Erin,Crewmate,2801,20,2821,anthropic/claude-3-5-haiku
Dave,Crewmate,2748,20,2768,anthropic/claude-3-5-haiku
Alice,Crewmate,2486,20,2506,anthropic/claude-3-5-haiku
Bob,Impostor,3250,20,3270,anthropic/claude-3-5-haiku
Erin,Crewmate,3289,20,3309,anthropic/claude-3-5-haiku
Dave,Crewmate,3236,20,3256,anthropic/claude-3-5-haiku
Alice,Crewmate,3336,20,3356,anthropic/claude-3-5-haiku
Bob,Impostor,3098,20,3118,anthropic/claude-3-5-haiku
Erin,Crewmate,2860,20,2880,anthropic/claude-3-5-haiku
Dave,Crewmate,2807,20,2827,anthropic/claude-3-5-haiku
Alice,Crewmate,2907,20,2927,anthropic/claude-3-5-haiku
Bob,Impostor,3149,20,3169,anthropic/claude-3-5-haiku
Erin,Crewmate,3188,20,3208,anthropic/claude-3-5-haiku
Dave,Crewmate,2807,20,2827,anthropic/claude-3-5-haiku
Alice,Crewmate,2907,20,2927,anthropic/claude-3-5-haiku
Bob,Impostor,3192,20,3212,anthropic/claude-3-5-haiku
Erin,Crewmate,3231,20,3251,anthropic/claude-3-5-haiku
Dave,Crewmate,3178,20,3198,anthropic/claude-3-5-haiku
Alice,Crewmate,2907,20,2927,anthropic/claude-3-5-haiku
Bob,Impostor,3192,20,3212,anthropic/claude-3-5-haiku
Erin,Crewmate,3231,20,3251,anthropic/claude-3-5-haiku
Dave,Crewmate,3178,20,3198,anthropic/claude-3-5-haiku
Alice,Crewmate,2907,20,2927,anthropic/claude-3-5-haiku
Charlie,Impostor,2017,20,2037,anthropic/claude-3.5-sonnet
Alice,Crewmate,1141,20,1161,google/gemini-pro-1.5
Dave,Crewmate,1164,20,1184,google/gemini-pro-1.5
Bob,Crewmate,1141,20,1161,google/gemini-pro-1.5
Charlie,Impostor,2017,20,2037,anthropic/claude-3.5-sonnet
Alice,Crewmate,1039,20,1059,google/gemini-pro-1.5
Dave,Crewmate,1074,20,1094,google/gemini-pro-1.5
Bob,Crewmate,1076,20,1096,google/gemini-pro-1.5
Charlie,Impostor,2017,20,2037,anthropic/claude-3.5-sonnet
Alice,Crewmate,1141,20,1161,google/gemini-pro-1.5
Dave,Crewmate,1074,20,1094,google/gemini-pro-1.5
Bob,Crewmate,1076,20,1096,google/gemini-pro-1.5
Charlie,Impostor,2017,20,2037,anthropic/claude-3.5-sonnet
Alice,Crewmate,1141,20,1161,google/gemini-pro-1.5
Dave,Crewmate,1164,20,1184,google/gemini-pro-1.5
Bob,Crewmate,1076,20,1096,google/gemini-pro-1.5
Charlie,Impostor,2017,20,2037,anthropic/claude-3.5-sonnet
Alice,Crewmate,1141,20,1161,google/gemini-pro-1.5
Dave,Crewmate,1164,20,1184,google/gemini-pro-1.5
Bob,Crewmate,1076,20,1096,google/gemini-pro-1.5
Charlie,Impostor,2169,20,2189,anthropic/claude-3.5-sonnet
Alice,Crewmate,1293,20,1313,google/gemini-pro-1.5
Dave,Crewmate,1315,20,1335,google/gemini-pro-1.5
Bob,Crewmate,1293,20,1313,google/gemini-pro-1.5
Charlie,Impostor,2082,20,2102,anthropic/claude-3.5-sonnet
Alice,Crewmate,1141,20,1161,google/gemini-pro-1.5
Dave,Crewmate,1164,20,1184,google/gemini-pro-1.5
Bob,Crewmate,1141,20,1161,google/gemini-pro-1.5
Charlie,Impostor,2108,20,2128,anthropic/claude-3.5-sonnet
Alice,Crewmate,1232,20,1252,google/gemini-pro-1.5
Dave,Crewmate,1164,20,1184,google/gemini-pro-1.5
Bob,Crewmate,1141,20,1161,google/gemini-pro-1.5
Charlie,Impostor,2132,20,2152,anthropic/claude-3.5-sonnet
Alice,Crewmate,1256,20,1276,google/gemini-pro-1.5
Dave,Crewmate,1278,20,1298,google/gemini-pro-1.5
Bob,Crewmate,1141,20,1161,google/gemini-pro-1.5
Charlie,Impostor,2132,20,2152,anthropic/claude-3.5-sonnet
Alice,Crewmate,1256,20,1276,google/gemini-pro-1.5
Dave,Crewmate,1278,20,1298,google/gemini-pro-1.5
Bob,Crewmate,1141,20,1161,google/gemini-pro-1.5
Charlie,Impostor,2737,20,2757,anthropic/claude-3.5-sonnet
Alice,Crewmate,1861,20,1881,google/gemini-pro-1.5
Dave,Crewmate,1883,20,1903,google/gemini-pro-1.5
Bob,Crewmate,1861,20,1881,google/gemini-pro-1.5
Charlie,Impostor,2576,20,2596,anthropic/claude-3.5-sonnet
Alice,Crewmate,1293,20,1313,google/gemini-pro-1.5
Dave,Crewmate,1315,20,1335,google/gemini-pro-1.5
Bob,Crewmate,1293,20,1313,google/gemini-pro-1.5
Charlie,Impostor,2629,20,2649,anthropic/claude-3.5-sonnet
Alice,Crewmate,1753,20,1773,google/gemini-pro-1.5
Dave,Crewmate,1315,20,1335,google/gemini-pro-1.5
Bob,Crewmate,1293,20,1313,google/gemini-pro-1.5
Charlie,Impostor,2684,20,2704,anthropic/claude-3.5-sonnet
Alice,Crewmate,1808,20,1828,google/gemini-pro-1.5
Dave,Crewmate,1830,20,1850,google/gemini-pro-1.5
Bob,Crewmate,1293,20,1313,google/gemini-pro-1.5
Charlie,Impostor,2684,20,2704,anthropic/claude-3.5-sonnet
Alice,Crewmate,1808,20,1828,google/gemini-pro-1.5
Dave,Crewmate,1830,20,1850,google/gemini-pro-1.5
Bob,Crewmate,1293,20,1313,google/gemini-pro-1.5
Charlie,Impostor,3126,20,3146,anthropic/claude-3.5-sonnet
Alice,Crewmate,2250,20,2270,google/gemini-pro-1.5
Dave,Crewmate,2272,20,2292,google/gemini-pro-1.5
Bob,Crewmate,2250,20,2270,google/gemini-pro-1.5
Charlie,Impostor,2988,20,3008,anthropic/claude-3.5-sonnet
Alice,Crewmate,1861,20,1881,google/gemini-pro-1.5
Dave,Crewmate,1883,20,1903,google/gemini-pro-1.5
Bob,Crewmate,1861,20,1881,google/gemini-pro-1.5
Charlie,Impostor,3044,20,3064,anthropic/claude-3.5-sonnet
Alice,Crewmate,2168,20,2188,google/gemini-pro-1.5
Dave,Crewmate,1883,20,1903,google/gemini-pro-1.5
Bob,Crewmate,1861,20,1881,google/gemini-pro-1.5
Charlie,Impostor,3084,20,3104,anthropic/claude-3.5-sonnet
Alice,Crewmate,2208,20,2228,google/gemini-pro-1.5
Dave,Crewmate,2230,20,2250,google/gemini-pro-1.5
Bob,Crewmate,1861,20,1881,google/gemini-pro-1.5
Charlie,Impostor,3084,20,3104,anthropic/claude-3.5-sonnet
Alice,Crewmate,2208,20,2228,google/gemini-pro-1.5
Dave,Crewmate,2230,20,2250,google/gemini-pro-1.5
Bob,Crewmate,1861,20,1881,google/gemini-pro-1.5
Charlie,Impostor,3547,20,3567,anthropic/claude-3.5-sonnet
Alice,Crewmate,2671,20,2691,google/gemini-pro-1.5
Dave,Crewmate,2693,20,2713,google/gemini-pro-1.5
Bob,Crewmate,2671,20,2691,google/gemini-pro-1.5
Charlie,Impostor,3420,20,3440,anthropic/claude-3.5-sonnet
Alice,Crewmate,2250,20,2270,google/gemini-pro-1.5
Dave,Crewmate,2272,20,2292,google/gemini-pro-1.5
Bob,Crewmate,2250,20,2270,google/gemini-pro-1.5
Charlie,Impostor,3455,20,3475,anthropic/claude-3.5-sonnet
Alice,Crewmate,2579,20,2599,google/gemini-pro-1.5
Dave,Crewmate,2272,20,2292,google/gemini-pro-1.5
Bob,Crewmate,2250,20,2270,google/gemini-pro-1.5
Charlie,Impostor,3487,20,3507,anthropic/claude-3.5-sonnet
Alice,Crewmate,2611,20,2631,google/gemini-pro-1.5
Dave,Crewmate,2633,20,2653,google/gemini-pro-1.5
Bob,Crewmate,2250,20,2270,google/gemini-pro-1.5
Charlie,Impostor,3487,20,3507,anthropic/claude-3.5-sonnet
Alice,Crewmate,2611,20,2631,google/gemini-pro-1.5
Dave,Crewmate,2633,20,2653,google/gemini-pro-1.5
Bob,Crewmate,2250,20,2270,google/gemini-pro-1.5
Alice,Impostor,837,20,857,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,889,20,909,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,901,20,921,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,935,20,955,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,951,20,971,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,811,20,831,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,10509,20,10529,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,811,20,831,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,863,20,883,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,819,20,839,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,871,20,891,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,883,20,903,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,827,20,847,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,879,20,899,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,891,20,911,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,925,20,945,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1115,20,1135,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,1166,20,1186,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1176,20,1196,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,1229,20,1249,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,905,20,925,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,889,20,909,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,901,20,921,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,935,20,955,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,951,20,971,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,970,20,990,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,1021,20,1041,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,901,20,921,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,935,20,955,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,951,20,971,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1044,20,1064,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,1095,20,1115,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1105,20,1125,meta-llama/llama-3.1-8b-instruct
Dave,Crewmate,935,20,955,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,951,20,971,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1034,20,1054,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,1085,20,1105,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1095,20,1115,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,941,20,961,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,2078,20,2098,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2129,20,2149,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2139,20,2159,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2192,20,2212,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1818,20,1838,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,1166,20,1186,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1176,20,1196,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,1229,20,1249,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1899,20,1919,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,1950,20,1970,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,1176,20,1196,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,1229,20,1249,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1984,20,2004,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2035,20,2055,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2045,20,2065,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,1229,20,1249,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,1984,20,2004,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2035,20,2055,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2045,20,2065,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,1229,20,1249,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,2845,20,2865,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2896,20,2916,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2906,20,2926,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2959,20,2979,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,2549,20,2569,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2129,20,2149,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2139,20,2159,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2192,20,2212,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,2659,20,2679,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2710,20,2730,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2139,20,2159,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2192,20,2212,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,2747,20,2767,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2798,20,2818,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2808,20,2828,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2192,20,2212,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,2747,20,2767,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2798,20,2818,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2808,20,2828,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2192,20,2212,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,3740,20,3760,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3791,20,3811,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3801,20,3821,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,3854,20,3874,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,3394,20,3414,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,2896,20,2916,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2906,20,2926,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2959,20,2979,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,3549,20,3569,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3600,20,3620,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,2906,20,2926,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2959,20,2979,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,3637,20,3657,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3688,20,3708,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3698,20,3718,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2959,20,2979,meta-llama/llama-3.1-8b-instruct
Alice,Impostor,3637,20,3657,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3688,20,3708,meta-llama/llama-3.1-8b-instruct
Bob,Crewmate,3698,20,3718,meta-llama/llama-3.1-8b-instruct
Erin,Crewmate,2959,20,2979,meta-llama/llama-3.1-8b-instruct
Dave,Impostor,1737,20,1757,openai/gpt-4o-mini
Erin,Crewmate,1288,20,1308,openai/gpt-4o-mini
Bob,Crewmate,1426,20,1446,openai/gpt-4o-mini
Alice,Crewmate,1543,20,1563,openai/gpt-4o-mini
Dave,Impostor,1747,20,1767,openai/gpt-4o-mini
Charlie,Crewmate,1240,20,1260,openai/gpt-4o-mini
Erin,Crewmate,1147,20,1167,openai/gpt-4o-mini
Bob,Crewmate,1258,20,1278,openai/gpt-4o-mini
Alice,Crewmate,1342,20,1362,openai/gpt-4o-mini
Dave,Impostor,1737,20,1757,openai/gpt-4o-mini
Erin,Crewmate,1137,20,1157,openai/gpt-4o-mini
Bob,Crewmate,1248,20,1268,openai/gpt-4o-mini
Alice,Crewmate,1332,20,1352,openai/gpt-4o-mini
Dave,Impostor,1737,20,1757,openai/gpt-4o-mini
Erin,Crewmate,1288,20,1308,openai/gpt-4o-mini
Bob,Crewmate,1248,20,1268,openai/gpt-4o-mini
Alice,Crewmate,1332,20,1352,openai/gpt-4o-mini
Dave,Impostor,1737,20,1757,openai/gpt-4o-mini
Erin,Crewmate,1288,20,1308,openai/gpt-4o-mini
Bob,Crewmate,1426,20,1446,openai/gpt-4o-mini
Alice,Crewmate,1332,20,1352,openai/gpt-4o-mini
Dave,Impostor,1975,20,1995,openai/gpt-4o-mini
Erin,Crewmate,1526,20,1546,openai/gpt-4o-mini
Bob,Crewmate,1665,20,1685,openai/gpt-4o-mini
Alice,Crewmate,1781,20,1801,openai/gpt-4o-mini
Dave,Impostor,1820,20,1840,openai/gpt-4o-mini
Erin,Crewmate,1288,20,1308,openai/gpt-4o-mini
Bob,Crewmate,1426,20,1446,openai/gpt-4o-mini
Alice,Crewmate,1543,20,1563,openai/gpt-4o-mini
Dave,Impostor,1820,20,1840,openai/gpt-4o-mini
Erin,Crewmate,1288,20,1308,openai/gpt-4o-mini
Bob,Crewmate,1426,20,1446,openai/gpt-4o-mini
Alice,Crewmate,1543,20,1563,openai/gpt-4o-mini
Dave,Impostor,1879,20,1899,openai/gpt-4o-mini
Erin,Crewmate,1430,20,1450,openai/gpt-4o-mini
Bob,Crewmate,1426,20,1446,openai/gpt-4o-mini
Alice,Crewmate,1543,20,1563,openai/gpt-4o-mini
Dave,Impostor,1925,20,1945,openai/gpt-4o-mini
Erin,Crewmate,1476,20,1496,openai/gpt-4o-mini
Bob,Crewmate,1615,20,1635,openai/gpt-4o-mini
Alice,Crewmate,1543,20,1563,openai/gpt-4o-mini
Dave,Impostor,2677,20,2697,openai/gpt-4o-mini
Erin,Crewmate,2228,20,2248,openai/gpt-4o-mini
Bob,Crewmate,2367,20,2387,openai/gpt-4o-mini
Alice,Crewmate,2483,20,2503,openai/gpt-4o-mini
Dave,Impostor,2504,20,2524,openai/gpt-4o-mini
Erin,Crewmate,1526,20,1546,openai/gpt-4o-mini
Bob,Crewmate,1665,20,1685,openai/gpt-4o-mini
Alice,Crewmate,1781,20,1801,openai/gpt-4o-mini
Dave,Impostor,2504,20,2524,openai/gpt-4o-mini
Erin,Crewmate,1526,20,1546,openai/gpt-4o-mini
Bob,Crewmate,1665,20,1685,openai/gpt-4o-mini
Alice,Crewmate,1781,20,1801,openai/gpt-4o-mini
Dave,Impostor,2564,20,2584,openai/gpt-4o-mini
Erin,Crewmate,2115,20,2135,openai/gpt-4o-mini
Bob,Crewmate,1665,20,1685,openai/gpt-4o-mini
Alice,Crewmate,1781,20,1801,openai/gpt-4o-mini
Dave,Impostor,2621,20,2641,openai/gpt-4o-mini
Erin,Crewmate,2172,20,2192,openai/gpt-4o-mini
Bob,Crewmate,2311,20,2331,openai/gpt-4o-mini
Alice,Crewmate,1781,20,1801,openai/gpt-4o-mini
Dave,Impostor,3114,20,3134,openai/gpt-4o-mini
Erin,Crewmate,2665,20,2685,openai/gpt-4o-mini
Bob,Crewmate,2804,20,2824,openai/gpt-4o-mini
Alice,Crewmate,2920,20,2940,openai/gpt-4o-mini
Dave,Impostor,2965,20,2985,openai/gpt-4o-mini
Erin,Crewmate,2228,20,2248,openai/gpt-4o-mini
Bob,Crewmate,2367,20,2387,openai/gpt-4o-mini
Alice,Crewmate,2483,20,2503,openai/gpt-4o-mini
Dave,Impostor,2965,20,2985,openai/gpt-4o-mini
Erin,Crewmate,2228,20,2248,openai/gpt-4o-mini
Bob,Crewmate,2367,20,2387,openai/gpt-4o-mini
Alice,Crewmate,2483,20,2503,openai/gpt-4o-mini
Dave,Impostor,3014,20,3034,openai/gpt-4o-mini
Erin,Crewmate,2565,20,2585,openai/gpt-4o-mini
Bob,Crewmate,2367,20,2387,openai/gpt-4o-mini
Alice,Crewmate,2483,20,2503,openai/gpt-4o-mini
Dave,Impostor,3064,20,3084,openai/gpt-4o-mini
Erin,Crewmate,2615,20,2635,openai/gpt-4o-mini
Bob,Crewmate,2754,20,2774,openai/gpt-4o-mini
Alice,Crewmate,2483,20,2503,openai/gpt-4o-mini
Dave,Impostor,3513,20,3533,openai/gpt-4o-mini
Erin,Crewmate,3064,20,3084,openai/gpt-4o-mini
Bob,Crewmate,3203,20,3223,openai/gpt-4o-mini
Alice,Crewmate,3319,20,3339,openai/gpt-4o-mini
Dave,Impostor,3382,20,3402,openai/gpt-4o-mini
Erin,Crewmate,2665,20,2685,openai/gpt-4o-mini
Bob,Crewmate,2804,20,2824,openai/gpt-4o-mini
Alice,Crewmate,2920,20,2940,openai/gpt-4o-mini
Dave,Impostor,3382,20,3402,openai/gpt-4o-mini
Erin,Crewmate,2665,20,2685,openai/gpt-4o-mini
Bob,Crewmate,2804,20,2824,openai/gpt-4o-mini
Alice,Crewmate,2920,20,2940,openai/gpt-4o-mini
Dave,Impostor,3425,20,3445,openai/gpt-4o-mini
Erin,Crewmate,2976,20,2996,openai/gpt-4o-mini
Bob,Crewmate,2804,20,2824,openai/gpt-4o-mini
Alice,Crewmate,2920,20,2940,openai/gpt-4o-mini
Dave,Impostor,3474,20,3494,openai/gpt-4o-mini
Erin,Crewmate,3025,20,3045,openai/gpt-4o-mini
Bob,Crewmate,3164,20,3184,openai/gpt-4o-mini
Alice,Crewmate,2920,20,2940,openai/gpt-4o-mini
Erin,Impostor,838,20,858,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,836,20,856,anthropic/claude-3.5-sonnet
Alice,Crewmate,853,20,873,anthropic/claude-3.5-sonnet
Dave,Crewmate,854,20,874,anthropic/claude-3.5-sonnet
Bob,Crewmate,869,20,889,anthropic/claude-3.5-sonnet
Erin,Impostor,812,20,832,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,3290,20,3310,anthropic/claude-3.5-sonnet
Erin,Impostor,812,20,832,meta-llama/llama-3.1-405b-instruct
Charlie,Crewmate,810,20,830,anthropic/claude-3.5-sonnet
